utc,time,nav_type,latitude,longitude,altitude,speed,heading,ehpe,evpe,hdop,signal_strength_4th
1345839256,Fri Aug 24 21:14:16 2012,0x0204,45.5395564,-122.7246781,78.88,0.506438544,237,10.4,2.29,5,30
1345839257,Fri Aug 24 21:14:17 2012,0x0204,45.539534,-122.7247085,79.04,0.506843695,232.5,10.4,2.29,5,30
1345839258,Fri Aug 24 21:14:18 2012,0x0204,45.5395084,-122.7247453,78.88,0.50724917,231,10.4,2.29,5,30
1345839259,Fri Aug 24 21:14:19 2012,0x0204,45.5394828,-122.7247805,79.36,0.507654969,220.5,10.4,2.29,5,28
1345839260,Fri Aug 24 21:14:20 2012,0x0204,45.5394556,-122.7248093,79.36,0.508061093,217.5,10.4,2.29,5,28
1345839261,Fri Aug 24 21:14:21 2012,0x0204,45.5394316,-122.7248429,79.36,0.508467542,222,9.91,2.29,5,30
1345839262,Fri Aug 24 21:14:22 2012,0x0204,45.5394076,-122.7248749,79.68,0.508874316,237,9.91,2.18,5,30
1345839263,Fri Aug 24 21:14:23 2012,0x0204,45.5393836,-122.7249149,80,0.509281415,237,9.91,2.18,5,30
1345839264,Fri Aug 24 21:14:24 2012,0x0204,45.5393564,-122.7249581,80.16,0.50968884,235.5,9.91,2.18,5,30
1345839265,Fri Aug 24 21:14:25 2012,0x0204,45.5393372,-122.7249949,80.8,0.510096591,234,11.47,2.18,5,30
1345839266,Fri Aug 24 21:14:26 2012,0x0204,45.5393228,-122.7250301,80.96,0.510504669,237,11.47,2.18,5,30
1345839267,Fri Aug 24 21:14:27 2012,0x0204,45.5393084,-122.7250605,81.12,0.510913072,226.5,12.65,2.18,5,30
1345839268,Fri Aug 24 21:14:28 2012,0x0204,45.5392908,-122.7250893,81.28,0.511321803,231,10.92,2.18,5,24
1345839269,Fri Aug 24 21:14:29 2012,0x0204,45.5392684,-122.7251181,81.6,0.51173086,219,10.92,2.18,5,27
1345839270,Fri Aug 24 21:14:30 2012,0x0204,45.539238,-122.7251517,81.92,0.512140245,220.5,10.92,2.18,5,27
1345839271,Fri Aug 24 21:14:31 2012,0x0204,45.5392124,-122.7251885,81.92,0.512549957,226.5,10.92,2.18,5,28
1345839272,Fri Aug 24 21:14:32 2012,0x0204,45.5391868,-122.7252333,81.92,0.512959997,238.5,11.47,2.18,10,28
1345839273,Fri Aug 24 21:14:33 2012,0x0214,45.5391596,-122.7252685,81.44,0.513370365,225,13.94,2.08,14,28
1345839274,Fri Aug 24 21:14:34 2012,0x0214,45.539134,-122.7252973,81.28,0.513781061,216,16.14,2.08,14,27
1345839275,Fri Aug 24 21:14:35 2012,0x0204,45.5391164,-122.7253277,81.44,0.514192086,226.5,14.64,2.08,10,27
1345839276,Fri Aug 24 21:14:36 2012,0x0204,45.539102,-122.7253501,81.6,0.51460344,219,13.94,2.08,10,27
1345839277,Fri Aug 24 21:14:37 2012,0x0204,45.5390828,-122.7253693,81.76,0.515015123,201,13.94,2.08,10,21
1345839278,Fri Aug 24 21:14:38 2012,0x0204,45.5390572,-122.7253933,82.24,0.515427135,210,13.94,2.08,10,22
1345839279,Fri Aug 24 21:14:39 2012,0x0204,45.5390284,-122.7254141,82.4,0.515839477,213,13.94,2.08,10,22
1345839280,Fri Aug 24 21:14:40 2012,0x0204,45.5389996,-122.7254445,82.56,0.516252148,226.5,14.64,2.08,10,22
1345839281,Fri Aug 24 21:14:41 2012,0x0204,45.5389756,-122.7254829,83.04,0.51666515,232.5,14.64,2.08,10,22
1345839282,Fri Aug 24 21:14:42 2012,0x0204,45.5389484,-122.7255213,83.36,0.517078482,228,14.64,2.08,10,22
1345839283,Fri Aug 24 21:14:43 2012,0x0204,45.538926,-122.7255549,83.68,0.517492145,222,14.64,2.08,10,24
1345839284,Fri Aug 24 21:14:44 2012,0x0204,45.5389084,-122.7255933,84,0.517906138,225,14.64,2.18,10,24
1345839285,Fri Aug 24 21:14:45 2012,0x0204,45.5388876,-122.7256365,84.32,0.518320463,228,14.64,2.18,10,22
1345839286,Fri Aug 24 21:14:46 2012,0x0204,45.5388684,-122.7256797,84.64,0.51873512,226.5,14.64,2.18,10,24
1345839287,Fri Aug 24 21:14:47 2012,0x0204,45.5388444,-122.7257229,84.96,0.519150108,229.5,14.64,2.18,10,24
1345839288,Fri Aug 24 21:14:48 2012,0x0204,45.5388172,-122.7257709,85.6,0.519565428,231,12.04,2.18,5,24
1345839289,Fri Aug 24 21:14:49 2012,0x0204,45.5387964,-122.7258189,86.56,0.51998108,234,12.04,2.18,5,24
1345839290,Fri Aug 24 21:14:50 2012,0x0204,45.538782,-122.7258573,87.36,0.520397065,247.5,13.28,2.18,5,24
1345839291,Fri Aug 24 21:14:51 2012,0x0204,45.538766,-122.7258957,88.16,0.520813383,238.5,13.28,2.18,5,24
1345839292,Fri Aug 24 21:14:52 2012,0x0204,45.538742,-122.7259373,89.28,0.521230033,228,13.28,2.18,5,24
1345839293,Fri Aug 24 21:14:53 2012,0x0204,45.5387132,-122.7259853,90.4,0.521647017,234,13.28,2.18,5,24
1345839294,Fri Aug 24 21:14:54 2012,0x0204,45.5386908,-122.7260317,91.36,0.522064335,240,13.28,2.18,5,24
1345839295,Fri Aug 24 21:14:55 2012,0x0204,45.53867,-122.7260701,92.16,0.522481987,238.5,13.28,2.18,5,24
1345839296,Fri Aug 24 21:14:56 2012,0x0204,45.5386588,-122.7261037,92.96,0.522899972,240,13.28,2.18,5,22
1345839297,Fri Aug 24 21:14:57 2012,0x0204,45.5386492,-122.7261421,93.76,0.523318292,240,13.28,2.18,5,22
1345839298,Fri Aug 24 21:14:58 2012,0x0204,45.53863,-122.7261917,94.4,0.523736947,234,13.28,2.18,5,22
1345839299,Fri Aug 24 21:14:59 2012,0x0204,45.5386108,-122.7262445,95.04,0.524155936,232.5,13.28,2.18,5,22
1345839300,Fri Aug 24 21:15:00 2012,0x0204,45.5385916,-122.7262941,95.68,0.524575261,226.5,12.65,2.18,10,22
1345839301,Fri Aug 24 21:15:01 2012,0x0204,45.5385692,-122.7263341,96,0.524994921,216,12.65,2.18,10,22
1345839302,Fri Aug 24 21:15:02 2012,0x0204,45.53855,-122.7263773,96.48,0.525414917,222,13.28,2.18,10,22
1345839303,Fri Aug 24 21:15:03 2012,0x0204,45.5385292,-122.7264285,96.96,0.525835249,222,12.04,2.18,10,22
1345839304,Fri Aug 24 21:15:04 2012,0x0204,45.5385148,-122.7264829,97.28,0.526255917,231,12.04,2.18,10,22
1345839305,Fri Aug 24 21:15:05 2012,0x0204,45.5385132,-122.7265389,97.76,0.526676922,244.5,12.04,2.18,10,22
1345839306,Fri Aug 24 21:15:06 2012,0x0204,45.5385196,-122.7265901,98.24,0.527098264,267,12.65,2.18,10,24
1345839307,Fri Aug 24 21:15:07 2012,0x0204,45.5385292,-122.7266397,98.88,0.527519942,262.5,12.65,2.18,10,24
1345839308,Fri Aug 24 21:15:08 2012,0x0204,45.5385404,-122.7266797,99.68,0.527941958,240,12.65,2.18,10,22
1345839309,Fri Aug 24 21:15:09 2012,0x0214,45.53855,-122.7267213,99.04,0.528364312,235.5,16.14,2.18,7,24
1345839310,Fri Aug 24 21:15:10 2012,0x0214,45.538558,-122.7267581,98.56,0.528787003,226.5,14.64,2.08,7,24
1345839311,Fri Aug 24 21:15:11 2012,0x0214,45.5385788,-122.7267773,97.76,0.529210033,264,14.64,2.08,7,25
1345839312,Fri Aug 24 21:15:12 2012,0x0214,45.5386028,-122.7267773,97.12,0.529633401,52.5,14.64,2.08,7,27
1345839313,Fri Aug 24 21:15:13 2012,0x0214,45.538622,-122.7267693,96.32,0.530057108,51,14.64,1.98,7,27
1345839314,Fri Aug 24 21:15:14 2012,0x0214,45.5386268,-122.7267645,95.84,0.530481153,112.5,15.37,1.98,7,30
1345839315,Fri Aug 24 21:15:15 2012,0x0214,45.5386476,-122.7267533,95.2,0.530905538,76.5,15.37,1.98,7,28
1345839316,Fri Aug 24 21:15:16 2012,0x0214,45.5386652,-122.7267309,94.56,0.531330263,79.5,14.64,1.88,7,30
1345839317,Fri Aug 24 21:15:17 2012,0x0214,45.5386844,-122.7267005,94.08,0.531755327,70.5,12.65,1.88,7,25
1345839318,Fri Aug 24 21:15:18 2012,0x0214,45.5387148,-122.7266701,93.6,0.532180731,42,14.64,1.88,7,30
1345839319,Fri Aug 24 21:15:19 2012,0x0214,45.5387532,-122.7266397,93.12,0.532606476,36,13.94,1.88,7,31
1345839320,Fri Aug 24 21:15:20 2012,0x0214,45.53879,-122.7266077,92.64,0.533032561,36,14.64,1.79,7,30
1345839321,Fri Aug 24 21:15:21 2012,0x0214,45.5388316,-122.7265773,92.32,0.533458987,36,15.37,1.79,7,25
1345839322,Fri Aug 24 21:15:22 2012,0x0214,45.5388604,-122.7265485,91.84,0.533885754,45,15.37,1.79,7,25
1345839323,Fri Aug 24 21:15:23 2012,0x0214,45.538902,-122.7265197,91.52,0.534312863,39,15.37,1.79,7,25
1345839324,Fri Aug 24 21:15:24 2012,0x0214,45.538926,-122.7264925,91.2,0.534740313,40.5,15.37,1.79,7,25
1345839325,Fri Aug 24 21:15:25 2012,0x0214,45.5389516,-122.7264749,90.88,0.535168105,21,15.37,1.79,7,25
1345839326,Fri Aug 24 21:15:26 2012,0x0214,45.5389836,-122.7264621,90.56,0.53559624,16.5,15.37,1.71,7,25
1345839327,Fri Aug 24 21:15:27 2012,0x0214,45.539022,-122.7264445,90.24,0.536024717,21,15.37,1.71,7,27
1345839328,Fri Aug 24 21:15:28 2012,0x0214,45.5390508,-122.7264317,90.08,0.536453536,19.5,16.14,1.71,7,27
1345839329,Fri Aug 24 21:15:29 2012,0x0214,45.5390796,-122.7264173,89.76,0.536882699,30,15.37,1.71,7,27
1345839330,Fri Aug 24 21:15:30 2012,0x0214,45.5391068,-122.7263981,89.6,0.537312205,31.5,15.37,1.71,7,27
1345839331,Fri Aug 24 21:15:31 2012,0x0214,45.5391452,-122.7263709,89.28,0.537742055,37.5,14.64,1.71,7,27
1345839332,Fri Aug 24 21:15:32 2012,0x0214,45.5391804,-122.7263501,89.12,0.538172249,27,14.64,1.71,7,30
1345839333,Fri Aug 24 21:15:33 2012,0x0214,45.5392204,-122.7263293,88.8,0.538602787,19.5,15.37,1.71,7,30
1345839334,Fri Aug 24 21:15:34 2012,0x0214,45.5392716,-122.7263133,88.64,0.539033669,13.5,16.14,1.62,7,30
1345839335,Fri Aug 24 21:15:35 2012,0x0214,45.5393068,-122.7263037,88.48,0.539464896,7.5,15.37,1.62,7,30
1345839336,Fri Aug 24 21:15:36 2012,0x0214,45.5393372,-122.7262973,88.32,0.539896468,9,13.28,1.62,7,30
1345839337,Fri Aug 24 21:15:37 2012,0x0214,45.539366,-122.7262941,88.16,0.540328385,12,15.37,1.62,7,30
1345839338,Fri Aug 24 21:15:38 2012,0x0214,45.5393916,-122.7262973,88,0.540760648,352.5,15.37,1.62,7,28
1345839339,Fri Aug 24 21:15:39 2012,0x0214,45.5394124,-122.7263037,87.84,0.541193256,1.5,15.37,1.62,7,28
1345839340,Fri Aug 24 21:15:40 2012,0x0214,45.5394332,-122.7263165,87.52,0.541626211,342,14.64,1.62,7,27
1345839341,Fri Aug 24 21:15:41 2012,0x0214,45.5394572,-122.7263309,87.36,0.542059512,339,15.37,1.62,7,27
1345839342,Fri Aug 24 21:15:42 2012,0x0214,45.5394796,-122.7263565,87.04,0.542493159,324,13.94,1.62,7,27
1345839343,Fri Aug 24 21:15:43 2012,0x0214,45.53951,-122.7263869,87.04,0.542927154,333,13.28,1.62,7,27
1345839344,Fri Aug 24 21:15:44 2012,0x0214,45.53955,-122.7264141,86.88,0.543361496,330,13.94,1.62,7,25
1345839345,Fri Aug 24 21:15:45 2012,0x0214,45.539574,-122.7264477,86.88,0.543796185,334.5,13.94,1.62,7,25
1345839346,Fri Aug 24 21:15:46 2012,0x0214,45.539598,-122.7264829,86.88,0.544231222,334.5,14.64,1.62,7,27
1345839347,Fri Aug 24 21:15:47 2012,0x0214,45.5396268,-122.7265005,86.88,0.544666607,351,15.37,1.62,7,27
1345839348,Fri Aug 24 21:15:48 2012,0x0214,45.5396524,-122.7265181,86.88,0.54510234,345,16.14,1.55,7,27
1345839349,Fri Aug 24 21:15:49 2012,0x0214,45.53967,-122.7265405,86.88,0.545538422,312,16.14,1.55,7,27
1345839350,Fri Aug 24 21:15:50 2012,0x0214,45.5396876,-122.7265597,86.88,0.545974853,324,16.14,1.55,7,27
1345839351,Fri Aug 24 21:15:51 2012,0x0214,45.5397132,-122.7265677,86.88,0.546411632,354,16.14,1.55,7,27
1345839352,Fri Aug 24 21:15:52 2012,0x0214,45.5397484,-122.7265581,86.72,0.546848762,13.5,16.14,1.55,7,27
1345839353,Fri Aug 24 21:15:53 2012,0x0214,45.5397884,-122.7265453,86.72,0.547286241,16.5,16.14,1.55,7,27
1345839354,Fri Aug 24 21:15:54 2012,0x0214,45.5398316,-122.7265325,86.56,0.54772407,13.5,13.94,1.55,7,27
1345839355,Fri Aug 24 21:15:55 2012,0x0214,45.5398828,-122.7265197,86.56,0.548162249,13.5,15.37,1.55,7,27
1345839356,Fri Aug 24 21:15:56 2012,0x0214,45.5399324,-122.7264973,86.56,0.548600779,30,15.37,1.55,7,27
1345839357,Fri Aug 24 21:15:57 2012,0x0214,45.5399852,-122.7264685,86.4,0.549039659,31.5,16.14,1.55,7,27
1345839358,Fri Aug 24 21:15:58 2012,0x0214,45.5400268,-122.7264525,86.4,0.549478891,25.5,16.14,1.55,7,27
1345839359,Fri Aug 24 21:15:59 2012,0x0214,45.5400732,-122.7264397,86.56,0.549918474,18,16.14,1.55,7,27
1345839360,Fri Aug 24 21:16:00 2012,0x0214,45.5401196,-122.7264221,86.56,0.550358409,15,16.95,1.55,7,27
1345839361,Fri Aug 24 21:16:01 2012,0x0214,45.5401708,-122.7264125,86.56,0.550798696,9,17.8,1.55,7,27
1345839362,Fri Aug 24 21:16:02 2012,0x0214,45.5402364,-122.7264013,86.56,0.551239335,7.5,17.8,1.55,7,27
1345839363,Fri Aug 24 21:16:03 2012,0x0214,45.5402908,-122.7263869,86.4,0.551680326,7.5,18.69,1.55,7,28
1345839364,Fri Aug 24 21:16:04 2012,0x0214,45.5403356,-122.7263789,86.4,0.552121671,7.5,18.69,1.55,7,27
1345839365,Fri Aug 24 21:16:05 2012,0x0214,45.5403916,-122.7263677,86.4,0.552563368,3,18.69,1.55,7,27
1345839366,Fri Aug 24 21:16:06 2012,0x0214,45.5404268,-122.7263597,86.24,0.553005419,4.5,17.8,1.55,7,30
1345839367,Fri Aug 24 21:16:07 2012,0x0214,45.5404652,-122.7263485,86.24,0.553447823,12,17.8,1.55,7,30
1345839368,Fri Aug 24 21:16:08 2012,0x0214,45.5405196,-122.7263389,86.24,0.553890581,6,19.62,1.55,7,30
1345839369,Fri Aug 24 21:16:09 2012,0x0214,45.5405612,-122.7263357,86.08,0.554333694,4.5,19.62,1.55,7,31
1345839370,Fri Aug 24 21:16:10 2012,0x0214,45.540598,-122.7263341,86.24,0.554777161,16.5,17.8,1.55,7,30
1345839371,Fri Aug 24 21:16:11 2012,0x0214,45.5406268,-122.7263309,86.24,0.555220982,13.5,17.8,1.55,7,27
1345839372,Fri Aug 24 21:16:12 2012,0x0214,45.5406508,-122.7263389,86.24,0.555665159,351,17.8,1.55,7,27
1345839373,Fri Aug 24 21:16:13 2012,0x0214,45.5406588,-122.7263533,86.4,0.556109691,339,16.95,1.55,7,27
1345839374,Fri Aug 24 21:16:14 2012,0x0214,45.5406684,-122.7263693,86.4,0.556554579,295.5,16.95,1.55,7,27
1345839375,Fri Aug 24 21:16:15 2012,0x0214,45.5406876,-122.7263869,86.4,0.556999823,321,16.95,1.55,7,27
1345839376,Fri Aug 24 21:16:16 2012,0x0214,45.5407004,-122.7263933,86.24,0.557445422,352.5,16.14,1.55,7,27
1345839377,Fri Aug 24 21:16:17 2012,0x0214,45.5407164,-122.7263757,86.24,0.557891379,61.5,15.37,1.55,7,28
1345839378,Fri Aug 24 21:16:18 2012,0x0214,45.5407292,-122.7263533,86.08,0.558337692,64.5,16.14,1.55,7,31
1345839379,Fri Aug 24 21:16:19 2012,0x0214,45.5407372,-122.7263277,86.08,0.558784362,60,15.37,1.55,7,31
1345839380,Fri Aug 24 21:16:20 2012,0x0214,45.54075,-122.7263197,86.24,0.55923139,12,15.37,1.55,7,28
1345839381,Fri Aug 24 21:16:21 2012,0x0214,45.5407692,-122.7263229,86.24,0.559678775,358.5,13.28,1.55,7,28
1345839382,Fri Aug 24 21:16:22 2012,0x0214,45.5407804,-122.7263357,86.24,0.560126518,337.5,12.65,1.55,7,28
1345839383,Fri Aug 24 21:16:23 2012,0x0214,45.5407948,-122.7263485,86.24,0.560574619,354,13.94,1.55,7,27
1345839384,Fri Aug 24 21:16:24 2012,0x0214,45.540806,-122.7263677,86.4,0.561023079,315,13.94,1.55,7,27
1345839385,Fri Aug 24 21:16:25 2012,0x0214,45.5407996,-122.7264013,86.4,0.561471897,270,13.94,1.55,7,27
1345839386,Fri Aug 24 21:16:26 2012,0x0214,45.5407916,-122.7264365,86.4,0.561921075,255,13.94,1.55,7,27
1345839387,Fri Aug 24 21:16:27 2012,0x0214,45.5407836,-122.7264701,86.4,0.562370611,265.5,13.94,1.55,7,27
1345839388,Fri Aug 24 21:16:28 2012,0x0214,45.540774,-122.7264957,86.4,0.562820508,243,13.94,1.55,7,27
1345839389,Fri Aug 24 21:16:29 2012,0x0204,45.5407692,-122.7265197,86.4,0.563270764,247.5,10.92,1.55,10,27
1345839390,Fri Aug 24 21:16:30 2012,0x0204,45.540758,-122.7265469,86.56,0.563721381,234,9.91,1.55,10,28
1345839391,Fri Aug 24 21:16:31 2012,0x0204,45.5407468,-122.7265725,86.72,0.564172358,234,9.91,1.62,10,30
1345839392,Fri Aug 24 21:16:32 2012,0x0204,45.5407308,-122.7266029,86.88,0.564623696,237,9.91,1.62,10,31
1345839393,Fri Aug 24 21:16:33 2012,0x0204,45.5407132,-122.7266269,87.04,0.565075395,216,9.91,1.62,10,31
1345839394,Fri Aug 24 21:16:34 2012,0x0204,45.5406924,-122.7266445,87.04,0.565527455,217.5,9.91,1.62,10,31
1345839395,Fri Aug 24 21:16:35 2012,0x0204,45.5406764,-122.7266589,87.2,0.565979877,205.5,9.44,1.62,10,30
1345839396,Fri Aug 24 21:16:36 2012,0x0204,45.5406556,-122.7266717,87.36,0.566432661,223.5,10.4,1.71,10,30
1345839397,Fri Aug 24 21:16:37 2012,0x0204,45.540638,-122.7266941,87.52,0.566885807,226.5,10.4,1.71,10,30
1345839398,Fri Aug 24 21:16:38 2012,0x0204,45.540622,-122.7267053,87.68,0.567339316,208.5,10.4,1.71,10,28
1345839399,Fri Aug 24 21:16:39 2012,0x0204,45.540606,-122.7267245,87.84,0.567793187,228,10.4,1.71,10,28
1345839400,Fri Aug 24 21:16:40 2012,0x0204,45.5405868,-122.7267501,87.84,0.568247422,229.5,9.44,1.71,10,28
1345839401,Fri Aug 24 21:16:41 2012,0x0204,45.5405692,-122.7267661,88,0.56870202,210,9.44,1.71,10,30
1345839402,Fri Aug 24 21:16:42 2012,0x0204,45.5405484,-122.7267725,88.16,0.569156981,208.5,9.91,1.79,10,30
1345839403,Fri Aug 24 21:16:43 2012,0x0204,45.540526,-122.7267805,88.16,0.569612307,201,9.44,1.79,10,30
1345839404,Fri Aug 24 21:16:44 2012,0x0204,45.5404988,-122.7267821,88.32,0.570067997,192,10.4,1.79,10,24
1345839405,Fri Aug 24 21:16:45 2012,0x0204,45.5404716,-122.7267901,88.48,0.570524051,208.5,9.44,1.79,10,24
1345839406,Fri Aug 24 21:16:46 2012,0x0204,45.540446,-122.7267997,88.64,0.57098047,201,8.99,1.79,10,25
1345839407,Fri Aug 24 21:16:47 2012,0x0204,45.540422,-122.7268045,88.8,0.571437255,201,8.99,1.79,10,25
1345839408,Fri Aug 24 21:16:48 2012,0x0204,45.5403964,-122.7268109,88.8,0.571894405,193.5,8.99,1.79,10,25
1345839409,Fri Aug 24 21:16:49 2012,0x0204,45.5403644,-122.7268141,89.12,0.57235192,192,8.99,1.88,10,25
1345839410,Fri Aug 24 21:16:50 2012,0x0204,45.5403372,-122.7268157,89.28,0.572809802,193.5,9.91,1.88,10,25
1345839411,Fri Aug 24 21:16:51 2012,0x0204,45.5403068,-122.7268205,89.44,0.57326805,199.5,9.91,1.88,10,25
1345839412,Fri Aug 24 21:16:52 2012,0x0204,45.5402764,-122.7268301,89.6,0.573726664,204,8.99,1.88,10,25
1345839413,Fri Aug 24 21:16:53 2012,0x0204,45.5402492,-122.7268349,89.76,0.574185645,195,9.91,1.88,10,25
1345839414,Fri Aug 24 21:16:54 2012,0x0204,45.5402204,-122.7268477,89.92,0.574644994,207,9.91,1.88,10,25
1345839415,Fri Aug 24 21:16:55 2012,0x0204,45.54019,-122.7268685,90.24,0.57510471,214.5,9.91,1.88,10,25
1345839416,Fri Aug 24 21:16:56 2012,0x0204,45.5401628,-122.7268989,90.4,0.575564794,229.5,9.44,1.88,10,25
1345839417,Fri Aug 24 21:16:57 2012,0x0204,45.5401452,-122.7269405,90.56,0.576025245,243,8.56,1.98,10,30
1345839418,Fri Aug 24 21:16:58 2012,0x0204,45.5401324,-122.7269885,90.56,0.576486066,259.5,8.99,1.98,10,30
1345839419,Fri Aug 24 21:16:59 2012,0x0204,45.5401228,-122.7270349,90.72,0.576947254,256.5,9.91,1.98,10,30
1345839420,Fri Aug 24 21:17:00 2012,0x0204,45.5401132,-122.7270717,90.72,0.577408812,258,9.91,1.98,10,30
1345839421,Fri Aug 24 21:17:01 2012,0x0204,45.5401052,-122.7271005,90.88,0.577870739,282,9.91,1.98,10,27
1345839422,Fri Aug 24 21:17:02 2012,0x0204,45.5400972,-122.7271213,90.88,0.578333036,244.5,10.4,1.98,10,27
1345839423,Fri Aug 24 21:17:03 2012,0x0204,45.5400828,-122.7271469,91.04,0.578795702,250.5,11.47,1.98,10,27
1345839424,Fri Aug 24 21:17:04 2012,0x0204,45.5400684,-122.7271741,91.2,0.579258739,247.5,10.4,1.98,10,27
1345839425,Fri Aug 24 21:17:05 2012,0x0204,45.540054,-122.7272029,91.36,0.579722146,267,10.4,1.98,10,27
1345839426,Fri Aug 24 21:17:06 2012,0x0204,45.5400412,-122.7272413,91.68,0.580185924,267,10.4,2.08,10,27
1345839427,Fri Aug 24 21:17:07 2012,0x0204,45.5400268,-122.7272925,91.84,0.580650072,259.5,11.47,2.08,10,27
1345839428,Fri Aug 24 21:17:08 2012,0x0204,45.5400092,-122.7273453,92.16,0.581114592,246,11.47,2.08,10,27
1345839429,Fri Aug 24 21:17:09 2012,0x0204,45.53999,-122.7273885,92.32,0.581579484,241.5,12.04,2.08,10,27
1345839430,Fri Aug 24 21:17:10 2012,0x0204,45.5399708,-122.7274141,92.48,0.582044748,232.5,11.47,2.08,10,27
1345839431,Fri Aug 24 21:17:11 2012,0x0204,45.5399484,-122.7274269,92.96,0.582510383,207,10.4,2.08,10,27
1345839432,Fri Aug 24 21:17:12 2012,0x0204,45.5399244,-122.7274253,93.12,0.582976392,183,10.4,2.08,10,27
1345839433,Fri Aug 24 21:17:13 2012,0x0204,45.5398988,-122.7274173,93.28,0.583442773,171,10.4,2.08,10,27
1345839434,Fri Aug 24 21:17:14 2012,0x0204,45.5398764,-122.7274109,93.44,0.583909527,190.5,10.4,2.08,10,27
1345839435,Fri Aug 24 21:17:15 2012,0x0204,45.539854,-122.7274061,93.76,0.584376655,187.5,8.99,2.08,10,27
1345839436,Fri Aug 24 21:17:16 2012,0x0204,45.53983,-122.7273981,93.92,0.584844156,181.5,9.44,2.08,10,27
1345839437,Fri Aug 24 21:17:17 2012,0x0204,45.5398028,-122.7273917,94.4,0.585312031,187.5,10.4,2.08,10,27
1345839438,Fri Aug 24 21:17:18 2012,0x0204,45.539774,-122.7273853,94.72,0.585780281,187.5,10.4,2.08,10,27
1345839439,Fri Aug 24 21:17:19 2012,0x0204,45.5397468,-122.7273805,95.04,0.586248905,178.5,8.99,2.18,10,27
1345839440,Fri Aug 24 21:17:20 2012,0x0204,45.5397116,-122.7273741,95.04,0.586717904,180,9.44,2.18,10,27
1345839441,Fri Aug 24 21:17:21 2012,0x0204,45.5396732,-122.7273661,95.52,0.587187279,177,9.44,2.18,10,27
1345839442,Fri Aug 24 21:17:22 2012,0x0204,45.5396412,-122.7273549,95.68,0.587657029,177,9.44,2.18,10,27
1345839443,Fri Aug 24 21:17:23 2012,0x0204,45.539614,-122.7273437,95.68,0.588127154,184.5,9.44,2.18,10,27
1345839444,Fri Aug 24 21:17:24 2012,0x0204,45.5395836,-122.7273357,95.84,0.588597656,186,9.44,2.18,10,33
1345839445,Fri Aug 24 21:17:25 2012,0x0204,45.5395548,-122.7273197,96.16,0.589068534,171,9.91,2.18,10,33
1345839446,Fri Aug 24 21:17:26 2012,0x0204,45.539518,-122.7272989,96.48,0.589539789,165,9.91,2.18,10,31
1345839447,Fri Aug 24 21:17:27 2012,0x0204,45.5394828,-122.7272813,96.96,0.590011421,168,9.91,2.18,10,27
1345839448,Fri Aug 24 21:17:28 2012,0x0204,45.539454,-122.7272749,97.28,0.59048343,192,10.4,2.18,10,28
1345839449,Fri Aug 24 21:17:29 2012,0x0204,45.5394236,-122.7272733,97.6,0.590955817,186,10.4,2.18,10,30
1345839450,Fri Aug 24 21:17:30 2012,0x0204,45.5393932,-122.7272829,98.08,0.591428581,190.5,10.4,2.18,10,28
